taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
724	genus	Haemophilus	8	6	7			6.00	0.01	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
28231	genus	Geobacter	12	2	4			2.75	0.92	[2, 2, 2, 2, 2, 2, 4, 2, 4, 4, 3, 2, 2, 4]
270	genus	Thermus	8	1	2			1.88	0.33	[2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]
46631	genus	Picrophilus	1	1	1			1.00	0.00	[1]
1637	genus	Listeria	7	1	6			5.67	0.69	[6, 6, 5, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4]
46239	genus	Mesoplasma	7	2	3			2.14	0.35	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2]
413	genus	Methylococcus	2	2	2			2.00	0.00	[2, 2]
1912216	genus	Cutibacterium	3	2	6			2.69	0.49	[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]
135575	genus	Idiomarina	4	4	4			4.00	0.00	[4, 4, 4, 4, 4]
445	genus	Legionella	19	1	4			3.31	0.73	[3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 1, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 3]
2335	genus	Thermotoga	10	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1298	genus	Deinococcus	18	3	5			3.36	0.57	[3, 3, 3, 3, 3, 4, 4, 3, 4, 5, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3]
145260	genus	Methanothermobacter	6	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
2233	genus	Archaeoglobus	4	1	1			1.00	0.00	[1, 1, 1, 1, 1]
2767887	genus	Ligilactobacillus	7	6	8			6.43	0.73	[7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 8, 6, 6, 6, 6, 6, 6, 6]
262	genus	Francisella	17	1	3			2.90	0.26	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]
61434	genus	Dehalococcoides	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
48736	genus	Ralstonia	5	2	4			3.09	0.73	[4, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 2, 2, 2, 2, 3, 3, 4, 4]
914	genus	Nitrosomonas	7	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1]
293431	genus	Haloquadratum	1	2	2			2.00	0.00	[2, 2]
1870884	genus	Clostridioides	1	9	15			11.92	0.00	[11, 10, 9, 11, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 15, 14, 11, 13, 12, 12, 12, 12, 12, 12, 12]
106589	genus	Cupriavidus	11	4	7			5.50	1.30	[5, 5, 5, 5, 5, 4, 4, 4, 4, 6, 7, 7, 4, 4, 7, 7, 7, 4, 4, 6, 5, 4]
59753	genus	Alcanivorax	5	2	3			2.40	0.49	[3, 2, 2, 3, 2]
68287	genus	Mesorhizobium	29	1	3			1.86	0.43	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2]
1177	genus	Nostoc	17	3	6			4.06	0.73	[4, 4, 4, 5, 4, 6, 5, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3]
1142	genus	Synechocystis	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2]
129337	genus	Geobacillus	21	8	11			9.37	0.70	[9, 9, 10, 10, 10, 10, 10, 8, 8, 10, 8, 9, 10, 10, 9, 10, 10, 10, 8, 11, 11, 9, 9, 9, 9, 10, 10, 9, 10, 9, 9, 10, 9, 10, 9]
1817	genus	Nocardia	13	3	5			3.31	0.61	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 5]
570	genus	Klebsiella	26	6	9			7.96	0.19	[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
2733	genus	Symbiobacterium	1	6	6			6.00	0.00	[6]
2263	genus	Thermococcus	31	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
13134	genus	Magnetospirillum	4	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
36853	genus	Desulfitobacterium	4	5	8			6.38	0.96	[6, 5, 8, 6, 6]
1129	genus	Synechococcus	58	1	3			2.09	0.47	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2]
84565	genus	Sodalis	4	1	7			5.00	2.45	[7, 7, 5, 7, 1]
55080	genus	Brevibacillus	8	7	17			12.25	2.75	[15, 14, 14, 14, 14, 12, 11, 12, 12, 12, 12, 17, 7, 13, 12, 13, 10]
150022	genus	Finegoldia	1	4	4			4.00	0.00	[4, 4]
69474	genus	Orientia	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
57493	genus	Kocuria	10	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
173479	genus	Gemmatimonas	3	1	2			1.67	0.47	[1, 2, 2]
269258	genus	Nitratiruptor	2	3	3			3.00	0.00	[3, 3]
265570	genus	Sulfurovum	3	3	3			3.00	0.00	[3, 3, 3]
114185	genus	Candidatus Carsonella	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1]
2732587	genus	Candidatus Vesicomyosocius	2	1	1			1.00	0.00	[1, 1]
6	genus	Azorhizobium	1	3	3			3.00	0.00	[3]
69965	genus	Macrococcus	3	4	5			4.92	0.12	[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]
1125	genus	Microcystis	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2]
872	genus	Desulfovibrio	14	2	7			3.32	1.28	[3, 4, 5, 4, 5, 5, 3, 2, 3, 3, 3, 3, 2, 3, 3, 4, 2, 2, 7, 3]
191	genus	Azospirillum	9	2	10			8.70	1.01	[9, 9, 9, 10, 10, 9, 9, 2, 2, 9, 9, 7, 10, 9, 10, 8]
939	genus	Hydrogenobacter	1	1	1			1.00	0.00	[1, 1]
434	genus	Acetobacter	12	3	5			4.77	0.51	[5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 3, 3, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5]
53572	genus	Deferribacter	1	2	2			2.00	0.00	[2]
570266	genus	Methanocella	3	2	3			2.33	0.47	[2, 3, 2]
32207	genus	Rothia	7	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
2759736	genus	Lacticaseibacillus	3	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
56635	genus	Aeropyrum	2	1	1			1.00	0.00	[1, 1]
69655	genus	Sulfurisphaera	2	1	1			1.00	0.00	[1, 1]
182709	genus	Oceanobacillus	2	7	10			8.75	1.25	[7, 8, 10]
146785	genus	Thermosynechococcus	3	1	1			1.00	0.00	[1, 1, 1, 1]
33071	genus	Gloeobacter	2	1	1			1.00	0.00	[1, 1]
282132	genus	Candidatus Protochlamydia	2	3	4			3.50	0.50	[3, 4]
122277	genus	Pectobacterium	9	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
441	genus	Gluconobacter	3	4	5			4.80	0.28	[4, 5, 4, 5, 4, 5, 5]
203804	genus	Candidatus Blochmannia	7	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1]
214906	genus	Histophilus	1	5	5			5.00	0.00	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
511678	genus	Aliivibrio	2	12	13			12.25	0.25	[12, 12, 13]
768	genus	Anaplasma	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
97050	genus	Ruegeria	4	3	5			3.50	0.87	[3, 5, 3, 3]
497	genus	Psychrobacter	15	3	6			4.23	0.83	[4, 4, 5, 5, 4, 6, 4, 4, 5, 5, 3, 3, 3, 5, 4, 4]
28228	genus	Colwellia	8	6	9			7.12	1.27	[9, 9, 6, 6, 6, 6, 8, 7]
198251	genus	Candidatus Pelagibacter	4	1	1			1.00	0.00	[1, 1, 1, 1]
83677	genus	Thermobifida	1	3	4			3.50	0.00	[4, 3]
73029	genus	Dechloromonas	2	3	4			3.50	0.50	[4, 3]
1099	genus	Pelodictyon	2	2	3			2.50	0.50	[2, 3]
2316	genus	Methanosphaera	2	2	4			3.00	1.00	[4, 4, 2]
943	genus	Ehrlichia	5	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1091	genus	Chlorobium	4	1	3			1.75	0.43	[1, 2, 2, 1, 3, 2]
28884	genus	Hydrogenovibrio	3	3	3			3.00	0.00	[3, 3, 3, 3]
32	genus	Myxococcus	3	3	4			3.67	0.47	[4, 4, 4, 4, 4, 4, 4, 4, 4, 3]
911	genus	Nitrobacter	2	1	1			1.00	0.00	[1, 1]
919	genus	Thiobacillus	1	2	2			2.00	0.00	[2]
1227	genus	Nitrosococcus	4	2	2			2.00	0.00	[2, 2, 2, 2]
909656	genus	Phocaeicola	3	6	7			6.67	0.47	[7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7]
129957	genus	Carboxydothermus	1	4	4			4.00	0.00	[4]
18	genus	Pelobacter	4	2	4			3.25	0.83	[2, 4, 3, 4]
202746	genus	Sulfurimonas	11	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
158481	genus	Hahella	2	5	5			5.00	0.00	[5, 5, 5]
1041	genus	Erythrobacter	7	1	2			1.43	0.49	[1, 1, 2, 1, 2, 1, 1, 2]
85	genus	Hyphomonas	2	1	1			1.00	0.00	[1, 1]
146918	genus	Salinibacter	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
1081	genus	Rhodospirillum	2	4	4			4.00	0.00	[4, 4, 4]
44260	genus	Moorella	1	1	2			1.33	0.00	[1, 1, 1, 2, 1, 2]
33993	genus	Neorickettsia	4	1	1			1.00	0.00	[1, 1, 1, 1]
165696	genus	Novosphingobium	11	1	5			2.64	1.07	[3, 3, 3, 5, 3, 3, 2, 2, 1, 1, 3]
1073	genus	Rhodopseudomonas	1	1	2			1.90	0.00	[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]
161492	genus	Anaeromyxobacter	3	2	2			2.00	0.00	[2, 2, 2, 2]
43773	genus	Syntrophus	1	1	1			1.00	0.00	[1]
2202	genus	Methanospirillum	1	4	4			4.00	0.00	[4]
188905	genus	Jannaschia	1	1	1			1.00	0.00	[1]
28065	genus	Rhodoferax	6	1	5			2.50	0.50	[2, 3, 2, 3, 1, 5, 2]
29580	genus	Janthinobacterium	10	1	10			6.75	2.48	[2, 1, 8, 10, 8, 8, 8, 8, 3, 8, 8, 8]
1822464	genus	Paraburkholderia	25	4	7			6.04	0.90	[6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 7, 4, 6, 7, 6, 7, 7, 4, 6, 6, 5, 6, 4, 7, 6, 6, 7, 7, 7, 6]
316625	genus	Saccharophagus	1	2	2			2.00	0.00	[2]
404	genus	Methylobacillus	1	2	2			2.00	0.00	[2]
2225	genus	Methanococcoides	2	3	3			3.00	0.00	[3, 3]
22	genus	Shewanella	41	8	17			9.54	2.07	[8, 9, 9, 9, 8, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8, 8, 8, 8, 9, 8, 9, 12, 11, 10, 10, 14, 9, 9, 9, 8, 9, 8, 8, 9, 10, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 15, 12, 12, 10, 17, 11, 8, 8, 8, 8, 11]
52972	genus	Polaromonas	5	1	6			2.20	1.94	[1, 2, 1, 1, 6]
165697	genus	Sphingopyxis	12	1	2			1.08	0.28	[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]
658061	genus	Candidatus Koribacter	1	1	1			1.00	0.00	[1]
28196	genus	Arcobacter	15	4	6			4.87	0.62	[5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 6, 6, 5, 5, 6, 5, 5]
2433	genus	Roseobacter	3	1	1			1.00	0.00	[1, 1, 1, 1]
978	genus	Cytophaga	1	3	3			3.00	0.00	[3]
42255	genus	Rubrobacter	5	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
53246	genus	Pseudoalteromonas	38	5	12			8.42	1.10	[5, 8, 9, 9, 8, 7, 8, 9, 8, 7, 9, 8, 8, 9, 10, 10, 12, 12, 12, 10, 9, 9, 9, 9, 8, 10, 10, 8, 8, 8, 8, 9, 9, 8, 8, 10, 6, 9, 9, 7, 9, 7, 8, 8, 8, 8, 8, 8, 8]
449972	genus	Chelativorans	1	2	2			2.00	0.00	[2]
1205	genus	Trichodesmium	1	2	2			2.00	0.00	[2]
364409	genus	Granulibacter	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
46254	genus	Oenococcus	3	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2]
1243	genus	Leuconostoc	11	3	4			3.95	0.14	[4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4]
2767886	genus	Levilactobacillus	4	4	6			5.50	0.50	[5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 6, 5]
1253	genus	Pediococcus	5	4	5			4.40	0.49	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4]
862	genus	Syntrophomonas	1	3	3			3.00	0.00	[3]
74317	genus	Maricaulis	1	2	2			2.00	0.00	[2]
133193	genus	Alkalilimnicola	1	2	2			2.00	0.00	[2]
642	genus	Aeromonas	23	2	11			9.93	0.16	[10, 10, 9, 10, 10, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 7, 9, 10, 10, 10, 10, 10, 10, 7, 10, 10, 10, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]
162171	genus	Magnetococcus	1	3	3			3.00	0.00	[3]
332162	genus	Candidatus Solibacter	1	2	2			2.00	0.00	[2]
1742992	genus	Paenarthrobacter	4	5	6			5.50	0.50	[6, 6, 5, 5]
2222	genus	Methanothrix	3	1	2			1.67	0.47	[2, 2, 1]
29526	genus	Syntrophobacter	1	2	2			2.00	0.00	[2]
28048	genus	Acidothermus	1	1	1			1.00	0.00	[1]
1541743	genus	Candidatus Ruthia	2	1	1			1.00	0.00	[1, 1]
54247	genus	Hyperthermus	1	1	1			1.00	0.00	[1]
2268	genus	Thermofilum	4	1	1			1.00	0.00	[1, 1, 1, 1, 1]
1839	genus	Nocardioides	27	1	6			2.59	0.95	[2, 3, 3, 3, 2, 6, 2, 2, 3, 2, 3, 2, 3, 2, 4, 1, 2, 2, 4, 2, 3, 3, 2, 3, 2, 2, 2]
67572	genus	Psychromonas	2	10	10			10.00	0.00	[10, 10]
12916	genus	Acidovorax	12	3	9			3.75	1.64	[3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 9, 3]
869	genus	Dichelobacter	1	3	3			3.00	0.00	[3]
2742	genus	Marinobacter	15	1	4			2.93	0.57	[3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3]
773	genus	Bartonella	21	2	5			2.19	0.66	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 5, 2]
364316	genus	Verminephrobacter	1	3	3			3.00	0.00	[3]
85108	genus	Halorhodospira	2	2	2			2.00	0.00	[2, 2]
316612	genus	Methylibium	2	1	1			1.00	0.00	[1, 1]
2192	genus	Methanocorpusculum	1	3	3			3.00	0.00	[3]
45989	genus	Methanoculleus	2	1	1			1.00	0.00	[1, 1, 1]
2304692	genus	Hungateiclostridium	3	3	6			4.33	1.25	[4, 4, 4, 4, 6, 3]
